objectno	envelope	oldobjectno	objecttype	description	notes	dimensions	imagenotes	imagename	imagecomments	imageexists	imagetype	imagedesc
2007	22 #2	2036	Sheng head	Sheng head. Sheng minister. Square shamao, lavendar fillet, horizontal ribbon. Black open cut face, long pointed stachio strands extend into beard.	See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29. d. Notes Envelope #22 #2. Old Object #2036.	H: 5		DSCN2898.JPG	2005, 2006, 2007	YES		
2008	22 #2	2037	Jing head	Jing head. Jing minister. Square shamao, blue-green fillet, long, narrow horizontal fin. White, painted face, blush at forehead and below mournful, heavy black eye. Full black opera-style beard covers mouth. Beard attached by 3 plugs near top at time of making.	See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29. Envelope #22 #2. Old Object #2037.	H:		DSCN2899.JPG	2008, 2009, 2010	YES		
2009	22 #2	2038	Jing head	Jing head. Jing minister. Square shamao, light blue fillet, long, narrow horizontal fin. White, painted face, bright pink blush at forehead and below heavy, black stylized eye. Full black opera-style beard covers mouth. Beard attached by 3 plugs at middle at time of making.	See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29. Envelope #22 #2. Old Object #2038.	H:		DSCN2899.JPG	2008, 2009, 2010	YES		
2010	22 #2	2039	Chou head	Chou head. Chou minister. White painted face, heavy blush at forehead and at eye area. Black swoosh brow and decorations, stylized triangle eye. Full black opera-style beard covers mouth. Beard attached by 3 plugs near top at time of making. Square shamao, blue-green fillet, long narrow wings.	Envelope #22 #2. Old Object #2039. See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29.	H: 4		DSCN2899.JPG	2008, 2009, 2010	YES		
2011	22 #2	2040	Chou head	Chou head. Chou minister. White, painted face, red tear-drop below triangle eye; 3 small swoosh decorations. Full black opera-style beard covers mouth. Beard attached by 4 plugs near middle at time of making. Square shamao, green fillet, long narrow wings.	Envelope #22 #2. Old Object #2040. See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29.	H:		DSCN2900.JPG	2011, 2012, 2013	YES		
2012	22 #2	2041	Chou head	Chou head. Chou minister. Alarmed, downcast eye, white painted face, blush at forehead and below eye. Swoosh brow and 3 swoosh decorations, black strip from forehead across eye to ear. Full black opera-style beard covers mouth; 3 plugs near top at time of making. Square shamao, long narrow fins; yellow sash at fillet, ties at nape, twin ends extending below.	Envelope #22 #2. Old Object #2041. See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29.	H:		DSCN2900.JPG	2011, 2012, 2013	YES		
2013	22 #2	2042	Jing head	Jing head. Jing official. Square shamao with two bits at front and back of fillet so that horizontal fin can be inserted. Very clever. Black painted face with white elements. Full black opera-style with painted strands beard covers mouth.	Same face as 2005, 2014 with full black opera beard. A long, narrow fin for a minister (yellow?) is part of this collection. It could attach to this head. Envelope #22 #2. Old Object #2042.	H: 4 1/2		DSCN2900.JPG	2011, 2012, 2013	YES		
2014	22 #2	2043	Jing head	Jing head. Jing minister. Square shamao, green fillet; long narrow fins. Black with white painted face. Full black opera-style with painted strands beard covers mouth. Beard attached by 3 plugs near top at time of making.	Same face as 2005, 2013. Envelope #22 #2. Old Object #2043. See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29.	H:		DSCN2901.JPG	2014, 2015, 2016	YES		
2015	22 #2	2044	Sheng head	Sheng head. Sheng minister. Square shamao, blue fillet; long narrow fins. Black open cut face.	Envelope #22 #2. Old Object #2044. See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29.	H:		DSCN2901.JPG	2014, 2015, 2016	YES		
2016	22 #2	2045	Chou head	Chou head. Chou minister. Square shamao hat sits forward on brow, long narrow fins. White painted face, blush around cunning eye and stylized black brow; ’ba‘ 八 stachio, soul patch, short, pointed beard; tongue, teeth, lips.	Envelope #22 #2. Old Object #2045. See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29.	H:		DSCN2901.JPG	2014, 2015, 2016	YES		
2017	22 #2	2046	Creature head	Shen gui head, Monkey. Shen gui head. Monkey prime minister. Square shamao, blue-green fillet, yellow cut edge decoration, ruyi style fins. Grey pate, monkey face, red, white, black decorations, possible clown patch.	Envelope #22 #2. Old Object #2046. See Broman, p 154, ex 344 hei xiang sha mao 黑相紗帽. See Simon, p 52, ex 29.	H:		DSCN2902.JPG	2017, 2018, 2019	YES		
2018	22 #2	2047	Chou head	Chou head. Chou official. Rounded shamao sits forward on head, green fillet and decorations also red and grey. Pale blush around large clown patch, small black decorations near downward looking triangle eye; black around lips; tongue and teeth.		H:		DSCN2902.JPG	2017, 2018, 2019	YES		
2019	22 #2	2048	Chou head	Chou head. Chou official. Large triangle eye patch with swoosh brow and heavy black stylized triangle eye, menacing effect. Black 'ba' 八 stachio connects to long pointed sideburns; soul patch, lips, teeth, tongue. Rounded shamao, front emblem; cut blue fillet with red, black painted crosshatch on twin back ribbons or fins, one vertical, one angled forward. Blue, ochre decos, large red pompom.		H: 4 3/4		DSCN2902.JPG	2017, 2018, 2019	YES		
2020	22 #2	2049	Chou head	Chou head. Chou top exam winner, zhuang yuan 狀元. Black shamao, blue fillet sits forward on tufted black brow. Vertical twin stems of yellow and red flowers protrude from cap. 3/4 view paddle shaped fins in blue, natural, black. White painted face, fish style eye in round clown patch, blush. Lips, teeth, tongue.		H:		DSCN2903.JPG	2020, 2021	YES		
2021	22 #2	2050	Sheng head	Sheng head. Sheng top exam winner, zhuang yuan 狀元. Black shamao, front emblem, dark blue fillet; twin vertical stems of 3 tiered natural, red flowers protrude from cap. 3/4 view paddle shaped finss in blue, black crosshatch. Black open cut face.		H: 3 1/2		DSCN2903.JPG	2020, 2021	YES		
2022	22 #2	2051	Sheng head	Sheng head. Sheng official. Black shamao, front emblem, blue edging,natural white sash from crown to back, ties at fins, extends below. Mourning? White painted face, blush on forehead and eye area; long black opera-style stachio and beard in 3 strands or wisps over mouth.		H:		DSCN2904.JPG	2022, 2023, 2024	YES		
2023	22 #2	2052	Sheng head	Sheng head. Sheng official. Black shamao, front emblem, green edging, white sash from crown to back, ties at fins, extends below.Mourning? White painted face, blush on forehead, eye, cheek area.	Same hat and sash as 2022.	H:		DSCN2904.JPG	2022, 2023, 2024	YES		
2024	22 #2	2053	Chou head	Chou head. Chou official. Black shamao, front emblem, blue edging, crosshatch paddle fins. Black and cut wrinkles on natural white face; red blush around triangle eye; tufted swoosh brow, 'ba' 八 stachios, soul patch, closed red lips. Possibly non-Chinese.		H: 2 3/4		DSCN2904.JPG	2022, 2023, 2024	YES		
2025	22 #2	2054	Sheng head	Sheng head. Sheng official. Black shamao, front emblem, green edging; yellow crosshatch style fins obscured. White painted face, blush on forehead and eye area; long black opera-style stachio and beard in 3 strands or wisps over mouth.	Almost same as 2022.	H:		DSCN2905.JPG	2025, 2026	YES		
2026	22 #2	2055	Sheng head	Sheng head. Sheng official. Black shamao, front emblem, green edging; green crosshatch style fins obscured. White painted face, blush on forehead and eye area.	Almost same as 2022, 2025.	H: 2 3/4		DSCN2905.JPG	2025, 2026	YES		
2027	22 #2	2056	Jing head	Jing head. Jing prime minister. White painted face, pink blush on forehead and cheek; swoosh black brow and 2 deco swooshes, fishtail triangle eye; full black opera-style beard covers mouth. 3 small plugs attach beard near top at time of making. Black highly decorated shamao, ochre ruyi style fins. Blue-green cut decorated diadem, ezi 額子, with red, black, yellow; 1 each large red, black pompom.	See 2028-2035. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2056.	H:		DSCN2906.JPG	2027, 2028, 2029	YES		
2028	22 #2	2057	Jing head	Jing head. Jing prime minister. White painted face, pink blush on forehead and eye area; swoosh black brow and 2 deco swooshes, heavy black downcast eye; full black opera-style beard strands cover mouth. Black highly decorated shamao, ochre ruyi style fins. Green edge. Blue-green cut decorated diadem, ezi 額子, with red, grey, yellow; 2 large red pompoms. Lacquered.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2057.	H:		DSCN2906.JPG	2027, 2028, 2029	YES		
2029	22 #2	2058	Jing head	Jing head. Lao jing prime minister. Filigree natural-white pate and full opera beard over mouth; white and blush forehead and eye area; black swoosh brow and 3 smaller ones. Black highly decorated shamao, ochre ruyi style fins. Emerald edge, black, red, natural, ochre. 2 large red pompoms.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2058.	H: 4 1/2		DSCN2906.JPG	2027, 2028, 2029	YES		
2030	22 #2	2059	Jing head	Jing head. Lao jing prime minister. White painted face, prominent black central stripe; heavy, fierce black eye; almond shaped brow; very fine full white filigree opera-style beard covers mouth. Black highly decorated shamao, ochre ruyi style fins. Green edge, yellow, black, red, grey. 2 large natural-white pompoms.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2059.	H: 4 3/4		DSCN2907.JPG	2030, 2031, 2032	YES		
2031	22 #2	2060	Jing head	Jing head. Lao jing prime minister. White painted face, prominent grey outlined black central stripe; heavy, black eye; outline below nose and above white-natural filigree cut beard. Black highly decorated shamao, ochre ruyi style fins. Green edge, black, red, ochre. 1 large each red, black pompom.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2060.	H: 4 3/4		DSCN2907.JPG	2030, 2031, 2032	YES		
2032	22 #2	2061	Sheng head	Sheng head. Sheng prime minister. Black, open cut face, black strand painted full opera beard covers mouth. Black highly decorated shamao, ochre ruyi style fins. Blue-green edge, black, red, ochre. 2 large red pompoms, profile blue-green dragon near front.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2061.	H: 4 3/4		DSCN2907.JPG	2030, 2031, 2032	YES		
2033	22 #2	2062	Sheng head	Sheng head. Sheng prime minister. Green pate, white painted face, blush on cheek; 3 strand opera stachio and beard covers mouth. Black highly decorated shamao, ochre ruyi style fins. Blue to light blue, yellow, natural, black, red decorations. 2 profile green dragons each with 2 small red pompoms, 2 large red pompoms.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2062.	H:		DSCN2908.JPG	2033, 2034, 2036	YES		
2034	22 #2	2063	Sheng head	Sheng head. Lao sheng prime minister. Green pate, white painted face, blush on cheek; grey brow, 3 strand white opera stachio and beard covers mouth. Same hat and maker as 2033. Black highly decorated shamao, ochre ruyi style fins. Blue to light blue, yellow, natural, black, red decorations. 2 profile green dragons each with 2 small red pompoms, 2 large white pompoms.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2063.	H:		DSCN2908.JPG	2033, 2034, 2036	YES		
2035	22 #2	2064	Sheng head	Sheng head. Lao sheng prime minister. White filigree pate, white painted face, extensive blush on cheek; white opera beard covers mouth. Black highly decorated shamao, ochre ruyi style fins. Green, ochre, black, red decorations, 2 large red pompoms.	See 2027. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2064.	H:		DSCN2909.JPG	2035, 2037, 2038	YES		
2036	22 #2	2065	Jing head	Jing head. Lao jing prime minister. White painted face, blush on forehead and eye area; black wrinkles; stylized sad black eye; black strand painted full opera beard covers mouth. Same style hat as 2035. Black highly decorated shamao, ochre ruyi style fins. Blue, ochre, black, red decorations, 2 large red pompoms.	See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2065.	H: 4 7/8		DSCN2908.JPG	2033, 2034, 2036	YES		
2037	22 #2	2066	Jing head	Jing head. Jing. prime minister. White painted face, stylized heavy black brown and fierce eye. Full black opera beard covers mouth. Black highly decorated shamao, ochre ruyi style fins. Ochre, green, black, red; 1 large black pompom. Beard length attached with 3 small plugs near center at time of making.	See 2035. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2066.	H:		DSCN2909.JPG	2035, 2037, 2038	YES		
2038	22 #2	2067	Jing head	Jing head. Jing. Daoist minister. Red painted face with wide white area above eye to scalp; 3rd eye on forehead. White filigree pate and opera style beard over mouth. Black highly decorated shamao, ochre ruyi style fins. Natural to green, black, red, yellow; 2 large red pompoms.	See 2041 天尊. See Broman, pp 154-155, wu xiang sha mao 武相紗帽. See Simon, p 52, ex 30. Envelope #22 #2. Old Object #2067.	H: 5		DSCN2909.JPG	2035, 2037, 2038	YES		
2039	22 #2	2068	Sheng head	Sheng head. Sheng prison official. Black pillbox style hat with front emblem, green fillet; round fins with blue edge and painted crosshatch pattern. Black, open cut face, long black pointed stachios mix into beard strands.	Same hat as 2040 and 2042 (labeled yu guan 獄官).	H:		DSCN2910.JPG	2039, 2040	YES		
2040	22 #2	2069	Chou head	Chou head. Lao chou prison official. Black pillbox style hat with front emblem, green fillet; round fins with green edge and painted crosshatch pattern. Pink flesh face with cut wrinkles, tufted brow, lively fish eye, pointed natural-white stachio connects to wide, pointed sideburns, soul patch, lips, teeth, tongue.	Same hat as 2039 and 2042.	H:		DSCN2910.JPG	2039, 2040	YES		
2041	22 #3	2070	Jing head	Jing head. Lao jing Daoist minister. Green, ochre, black, red shamao hat; 2 large red pompoms. Yellow, blue painted face; 3rd eye on forehead; heavy black eye with white stripe parallel to black brow; white filigree pate and full white opera beard covers mouth; characters on neck 天尊. Could be used in FSYY.	Same shamao as 2027 and others. Damage: Filigree white beard is warped because of three rusting paper clips attached to it, now removed.	H: 4 3/4		DSCN2911.JPG	2041	YES		
2042	22 #3	2071	Chou head	Chou head. Chou prison official. Black pillbox style shamao hat with front emblem, green edge on round fins. Natural face, cut wrinkles, swoosh black brow and small decos; stylized triangle, fish eye, 'ba' 八 style stachio, soul patch, short pointed black beard. Black ink on neck 獄官.	Same hat as 2039, 2040.	H:		DSCN0445.JPG|DSCN2912.JPG	new # are correct, old do not correspond to old catalog 3.2070 = 2042 ; 3.2071 = 2043 ; 3.2073 = 2044|2042	NO|YES		
2043	22 #3	2072	Creature head	Shen gui head, Demon . Shen gui head. Demon official. 3/4 green face. Red ear tufts, tufted stachios, tufted soul patch. Black shamao hat, unusual teardrop shape fins. Natural neck.		H:		DSCN0445.JPG|DSCN2913.JPG	new # are correct, old do not correspond to old catalog 3.2070 = 2042 ; 3.2071 = 2043 ; 3.2073 = 2044|2043, 2044	NO|YES		
